Date,temp,dewp,slp,visib,wdsp,max,min,fog,rain_drizzle,snow_ice_pellets,hail,thunder
1946-02-05,4.299999999999997,5.200000000000003,-5.600000000000023,-0.5,3.0999999999999996,0.8999999999999915,11.0,0.0,1.0,0.0,0.0,0.0
1946-02-06,-11.599999999999994,-17.700000000000003,3.5,2.3000000000000007,-3.5999999999999996,-9.0,-16.0,-1.0,0.0,0.0,0.0,1.0
1946-02-07,-3.9000000000000057,-1.8999999999999986,2.9999999999998863,-0.9000000000000004,-2.0,-6.0,-2.8999999999999986,0.0,-1.0,0.0,0.0,-1.0
1946-02-08,11.799999999999997,16.800000000000004,-7.199999999999932,-2.3,4.9,9.0,11.899999999999999,1.0,1.0,0.0,0.0,0.0
1946-02-09,3.9000000000000057,5.5,-3.699999999999932,-0.20000000000000018,-4.0,-2.0,10.100000000000009,0.0,-1.0,0.0,0.0,0.0
1946-07-28,16.900000000000006,5.599999999999994,2.2999999999999545,5.9,-2.4,25.10000000000001,7.8999999999999915,-1.0,0.0,0.0,0.0,0.0
1946-07-29,-1.2000000000000028,1.9000000000000057,-1.3999999999999773,-2.5,1.1999999999999997,1.8999999999999915,0.0,1.0,0.0,0.0,0.0,0.0
1946-07-30,-1.7999999999999972,-0.29999999999999716,-3.6000000000000227,4.0,2.3,-7.0,1.1000000000000085,-1.0,1.0,0.0,0.0,1.0
1946-07-31,-4.900000000000006,-1.8000000000000114,0.7000000000000455,-5.0,-2.1999999999999993,-3.8999999999999915,-5.1000000000000085,1.0,0.0,0.0,0.0,0.0
1946-08-01,0.7000000000000028,0.0,4.7999999999999545,3.0999999999999996,1.1999999999999993,0.8999999999999915,2.0,0.0,0.0,0.0,0.0,-1.0
1946-08-02,3.5,1.0,1.5,0.6999999999999993,-0.7999999999999998,5.0,0.0,-1.0,-1.0,0.0,0.0,0.0
1946-08-03,1.8999999999999915,0.30000000000001137,-1.2999999999999545,3.5,1.9000000000000004,2.0,2.0,0.0,0.0,0.0,0.0,0.0
1946-08-04,-1.0,0.6999999999999886,-0.7000000000000455,-0.7999999999999989,-0.2999999999999998,-0.8999999999999915,0.0,0.0,1.0,0.0,0.0,1.0
1946-08-05,1.1000000000000085,-0.29999999999999716,-0.39999999999997726,-1.0,0.0,2.0,0.0,0.0,-1.0,0.0,0.0,-1.0
1946-08-06,-0.4000000000000057,-1.7000000000000028,-1.3000000000000682,0.09999999999999964,1.0999999999999996,0.0,-0.8999999999999915,0.0,0.0,0.0,0.0,0.0
1946-08-07,0.7999999999999972,1.3000000000000114,-0.8999999999999773,-1.4000000000000004,-0.9000000000000004,1.8999999999999915,-1.1000000000000085,0.0,0.0,0.0,0.0,0.0
1946-08-08,-0.3999999999999915,0.3999999999999915,1.3000000000000682,-0.7999999999999989,0.7000000000000002,-1.8999999999999915,-0.8999999999999915,0.0,0.0,0.0,0.0,0.0
1946-08-09,-0.10000000000000853,-0.7000000000000028,0.5,-0.6000000000000014,-2.0,2.799999999999997,0.8999999999999915,0.0,0.0,0.0,0.0,0.0
1946-08-10,-0.5,-0.7999999999999972,0.39999999999997726,1.6000000000000014,-1.2000000000000002,-1.9000000000000057,-0.8999999999999915,0.0,0.0,0.0,0.0,0.0
1946-08-11,0.20000000000000284,-0.09999999999999432,0.39999999999997726,0.7999999999999989,0.20000000000000018,0.0,0.8999999999999915,0.0,0.0,0.0,0.0,0.0
1946-08-12,0.10000000000000853,0.5,0.10000000000002274,-4.199999999999999,0.40000000000000036,-2.8999999999999915,3.1000000000000085,1.0,0.0,0.0,0.0,1.0
1946-08-13,0.09999999999999432,0.29999999999999716,-1.2000000000000455,1.5999999999999996,0.2999999999999998,2.8999999999999915,-2.0,-1.0,0.0,0.0,0.0,-1.0
1946-08-14,0.5999999999999943,0.09999999999999432,0.10000000000002274,3.5,1.5,-2.0,0.8999999999999915,0.0,0.0,0.0,0.0,0.0
1946-08-15,-1.0,0.6000000000000085,1.7000000000000455,-3.0999999999999996,-0.7999999999999998,-2.0,1.1000000000000085,0.0,1.0,0.0,0.0,0.0
1946-08-16,0.9000000000000057,-0.10000000000000853,2.099999999999909,0.7999999999999989,-1.2999999999999998,1.1000000000000085,0.0,0.0,0.0,0.0,0.0,0.0
1946-08-17,-1.0999999999999943,-0.09999999999999432,-0.7999999999999545,-0.09999999999999964,0.1999999999999993,-1.1000000000000085,-2.0,0.0,-1.0,0.0,0.0,1.0
1946-08-18,1.1999999999999886,0.09999999999999432,-1.6000000000000227,0.5,-0.5999999999999996,2.0,0.8999999999999915,0.0,0.0,0.0,0.0,-1.0
1946-08-19,-0.3999999999999915,-1.3999999999999915,-0.2999999999999545,3.3000000000000007,0.5999999999999996,1.1000000000000085,-0.8999999999999915,0.0,0.0,0.0,0.0,0.0
1946-08-20,0.29999999999999716,-4.400000000000006,0.6000000000000227,-3.0999999999999996,2.3000000000000007,-2.0,0.8999999999999915,0.0,0.0,0.0,0.0,0.0
1946-08-21,-3.9000000000000057,-7.399999999999999,0.1999999999999318,-0.7000000000000011,0.7999999999999989,-3.1000000000000085,-7.8999999999999915,0.0,0.0,0.0,0.0,0.0
1946-08-22,-1.8999999999999915,0.5,-0.39999999999997726,0.09999999999999964,-1.1999999999999993,0.0,-2.0,0.0,0.0,0.0,0.0,0.0
1946-08-23,1.5999999999999943,7.699999999999996,-1.1000000000000227,-0.3999999999999986,1.6999999999999993,-1.0999999999999943,4.799999999999997,0.0,0.0,0.0,0.0,0.0
1946-08-24,0.6000000000000085,3.6000000000000085,0.5,0.5999999999999996,-1.9999999999999991,-1.9000000000000057,3.0999999999999943,0.0,1.0,0.0,0.0,1.0
1946-08-25,0.7999999999999972,0.29999999999999716,-0.6000000000000227,0.7999999999999989,0.0,3.0,1.1000000000000085,0.0,0.0,0.0,0.0,0.0
1946-08-26,-1.0,0.5,0.20000000000004547,-1.8999999999999986,-1.7000000000000002,3.1000000000000085,-1.1000000000000085,0.0,0.0,0.0,0.0,0.0
1946-08-27,-1.7999999999999972,0.5999999999999943,-1.1000000000000227,-2.000000000000001,-0.5999999999999996,-8.100000000000009,1.1000000000000085,0.0,0.0,0.0,0.0,0.0
1946-08-28,4.5,0.5,-1.6999999999999318,1.3999999999999995,1.2999999999999998,12.0,-1.1000000000000085,1.0,-1.0,0.0,0.0,-1.0
1946-08-29,-4.700000000000003,-0.3999999999999915,1.5,-1.4999999999999991,0.5,-10.0,-3.0999999999999943,0.0,1.0,0.0,0.0,1.0
1946-08-30,-4.0,-2.9000000000000057,2.599999999999909,0.20000000000000018,0.7000000000000002,-9.0,-0.9000000000000057,0.0,0.0,0.0,0.0,0.0
1946-08-31,0.5999999999999943,-3.8999999999999915,0.10000000000002274,1.1999999999999993,1.6999999999999993,4.1000000000000085,0.0,-1.0,-1.0,0.0,0.0,-1.0
1946-09-01,0.9000000000000057,2.3999999999999915,-0.2999999999999545,0.9000000000000004,-0.8999999999999995,0.8999999999999915,2.0,0.0,1.0,0.0,0.0,1.0
1946-09-02,2.200000000000003,2.4000000000000057,0.39999999999997726,-2.5,-1.9000000000000004,3.1000000000000085,0.0,0.0,-1.0,0.0,0.0,-1.0
1946-09-03,2.299999999999997,-2.1000000000000085,-0.10000000000002274,0.8000000000000007,-1.2000000000000002,2.799999999999997,1.1000000000000085,0.0,0.0,0.0,0.0,0.0
1946-09-04,0.29999999999999716,0.0,-0.5,-0.5000000000000009,0.3000000000000007,1.0999999999999943,-1.1000000000000085,0.0,0.0,0.0,0.0,0.0
1946-09-05,0.5,0.7000000000000028,0.5,-0.5999999999999996,0.39999999999999947,0.9000000000000057,1.1000000000000085,0.0,0.0,0.0,0.0,0.0
1946-09-06,-0.5,0.7000000000000028,0.20000000000004547,2.8999999999999995,1.4000000000000004,-2.0,0.8999999999999915,0.0,0.0,0.0,0.0,0.0
1946-09-07,-1.0,-0.7999999999999972,-1.0,-0.9000000000000004,3.3,-1.9000000000000057,-0.8999999999999915,1.0,0.0,0.0,0.0,0.0
1946-09-08,-3.200000000000003,-1.4000000000000057,-0.8999999999999773,0.6000000000000014,-2.7,-0.8999999999999915,-3.1000000000000085,-1.0,1.0,0.0,0.0,1.0
1946-09-09,3.6000000000000085,3.1000000000000085,0.5,-0.8000000000000007,-2.0,4.799999999999997,3.1000000000000085,0.0,-1.0,0.0,0.0,0.0
1946-09-10,1.5999999999999943,0.6999999999999886,0.2999999999999545,-2.9000000000000004,-2.0,4.200000000000003,0.0,1.0,0.0,0.0,0.0,-1.0
1946-09-11,0.9000000000000057,0.10000000000000853,0.7000000000000455,2.200000000000001,1.0,-1.1000000000000085,0.8999999999999915,-1.0,0.0,0.0,0.0,0.0
1946-09-12,-0.9000000000000057,-0.7999999999999972,-0.7000000000000455,1.0,0.7000000000000002,-2.0,0.0,0.0,1.0,0.0,0.0,1.0
1946-09-13,-4.299999999999997,-6.5,0.2999999999999545,1.3999999999999986,3.4000000000000004,-5.0,-4.0,0.0,-1.0,0.0,0.0,-1.0
1946-09-14,-3.1000000000000085,-2.3000000000000114,-0.599999999999909,-1.6999999999999993,-0.20000000000000107,-6.0,0.0,0.0,1.0,0.0,0.0,0.0
1946-09-15,-2.0,2.5,-1.2000000000000455,-2.2,-0.7999999999999989,1.1000000000000085,-1.8999999999999915,1.0,0.0,0.0,0.0,0.0
1946-09-16,4.200000000000003,2.8000000000000114,-1.6000000000000227,2.7,-0.3000000000000007,4.8999999999999915,1.8999999999999915,-1.0,-1.0,0.0,0.0,0.0
1946-09-17,0.5,1.0,-0.1999999999999318,1.3000000000000007,2.700000000000001,-0.8999999999999915,0.0,1.0,0.0,0.0,0.0,1.0
1946-09-18,-1.0999999999999943,0.5999999999999943,2.199999999999932,-1.700000000000001,-0.40000000000000036,-3.1000000000000085,3.1000000000000085,-1.0,1.0,0.0,0.0,-1.0
1946-09-19,0.7000000000000028,-0.09999999999999432,-0.1999999999999318,-0.9000000000000004,-1.3000000000000007,1.1000000000000085,-1.1000000000000085,1.0,-1.0,0.0,0.0,0.0
1946-09-20,0.5999999999999943,-0.20000000000000284,-1.7000000000000455,-0.29999999999999893,-0.5999999999999996,2.0,-1.0999999999999943,-1.0,0.0,0.0,0.0,0.0
1946-09-21,1.0999999999999943,1.7999999999999972,-4.600000000000023,0.9000000000000004,-1.7999999999999998,3.8999999999999915,2.200000000000003,0.0,1.0,0.0,0.0,1.0
1946-09-22,-4.099999999999994,0.29999999999999716,-2.6000000000000227,-1.0000000000000009,2.499999999999999,-12.0,-3.1000000000000085,0.0,0.0,0.0,0.0,0.0
1946-09-23,1.4000000000000057,-0.09999999999999432,4.800000000000068,-2.3999999999999995,-2.3999999999999995,6.1000000000000085,0.9000000000000057,1.0,-1.0,0.0,0.0,0.0
1946-09-24,-0.4000000000000057,-1.6000000000000085,7.0,1.0999999999999996,1.6000000000000005,0.0,-0.9000000000000057,-1.0,0.0,0.0,0.0,0.0
1946-09-25,1.5,2.6000000000000085,0.6999999999999318,0.5999999999999996,-3.1000000000000005,0.0,4.0,1.0,1.0,0.0,0.0,0.0
1946-09-26,-1.7999999999999972,-0.6000000000000085,-2.2999999999999545,-2.8,0.20000000000000018,-4.200000000000003,-2.0,0.0,0.0,0.0,0.0,-1.0
1946-09-27,0.3999999999999915,0.4000000000000057,-4.0,2.5,3.2,1.0999999999999943,0.0,-1.0,0.0,0.0,0.0,1.0
1946-09-28,-0.7999999999999972,-0.5999999999999943,-0.7999999999999545,1.8999999999999995,1.7999999999999998,-3.0,0.0,0.0,0.0,0.0,0.0,-1.0
1946-09-29,0.6000000000000085,-0.8000000000000114,2.7999999999999545,-0.9999999999999991,1.9000000000000004,1.9000000000000057,1.1000000000000085,0.0,0.0,0.0,0.0,0.0
1946-09-30,-1.5,-5.0,4.0,2.2,2.1999999999999993,0.0,-3.1000000000000085,0.0,-1.0,0.0,0.0,0.0
1946-10-01,-7.6000000000000085,-14.299999999999997,1.8999999999999773,2.0999999999999996,-1.799999999999999,-4.799999999999997,-14.899999999999999,0.0,0.0,0.0,0.0,0.0
1946-10-02,-1.2999999999999972,2.0,-2.0,-1.9000000000000004,-3.5,2.8999999999999915,-2.0,0.0,0.0,0.0,0.0,0.0
1946-10-03,5.599999999999994,11.700000000000003,-3.199999999999932,-2.5,3.299999999999999,1.0,11.899999999999999,1.0,1.0,0.0,0.0,0.0
1946-10-04,6.1000000000000085,6.299999999999997,-1.400000000000091,2.0999999999999996,4.9,2.0,9.0,-1.0,0.0,0.0,0.0,0.0
1946-10-05,-1.0,-2.0,0.8000000000000682,0.7000000000000011,-2.0999999999999996,0.0,-4.0,0.0,-1.0,0.0,0.0,0.0
1946-10-06,0.29999999999999716,-0.3999999999999915,2.699999999999932,-0.3000000000000007,-2.700000000000001,1.1000000000000085,2.0,0.0,0.0,0.0,0.0,0.0
1946-10-07,-2.0,-5.6000000000000085,-3.0,-1.1999999999999993,-6.1,2.0,-7.0,0.0,0.0,0.0,0.0,0.0
1946-10-08,-1.7000000000000028,-4.5,-3.3999999999999773,0.5,-0.7999999999999998,0.0,-4.0,0.0,0.0,0.0,0.0,0.0
1946-10-09,0.5,5.6000000000000085,-0.2999999999999545,-0.7000000000000011,-0.5999999999999996,-5.1000000000000085,7.1000000000000085,0.0,1.0,0.0,0.0,0.0
1946-10-10,4.0,4.799999999999997,-2.1000000000000227,0.8000000000000007,3.8999999999999995,9.900000000000006,0.8999999999999915,1.0,0.0,0.0,0.0,0.0
1946-10-11,-7.8999999999999915,-9.100000000000001,4.2000000000000455,2.3000000000000007,5.0,-9.0,-11.0,-1.0,0.0,0.0,0.0,0.0
1946-10-12,-11.100000000000009,-20.800000000000004,9.699999999999932,1.799999999999999,-4.299999999999999,-11.799999999999997,-11.899999999999999,0.0,-1.0,0.0,0.0,0.0
1946-10-13,1.1000000000000014,6.0,-0.39999999999997726,-1.5999999999999996,-0.40000000000000036,5.8999999999999915,0.8999999999999986,0.0,0.0,0.0,0.0,0.0
1946-10-14,6.699999999999996,9.200000000000003,-0.39999999999997726,-3.0,0.6999999999999993,-0.8999999999999915,13.0,0.0,1.0,0.0,0.0,0.0
1946-10-15,1.7000000000000028,7.200000000000003,0.0,-1.7000000000000002,0.20000000000000107,-1.1000000000000085,3.0,1.0,0.0,0.0,0.0,0.0
1946-10-16,3.0,4.700000000000003,-1.3999999999999773,-0.2999999999999998,-1.6000000000000005,4.0,3.1000000000000085,0.0,0.0,0.0,0.0,0.0
1946-10-17,4.299999999999997,1.8999999999999915,-5.0,0.7000000000000002,-0.2999999999999998,9.0,0.8999999999999915,0.0,-1.0,0.0,0.0,0.0
1946-10-18,2.0,1.0,-2.2000000000000455,2.8,-0.3000000000000007,2.0,3.0,0.0,0.0,0.0,0.0,0.0
1946-10-19,0.0,0.5,3.7000000000000455,-2.4000000000000004,0.10000000000000053,0.0,-1.8999999999999915,0.0,1.0,0.0,0.0,0.0
1946-10-20,-0.8999999999999915,0.20000000000000284,4.2999999999999545,-1.1999999999999993,-2.0,-4.0,1.8999999999999915,0.0,-1.0,0.0,0.0,0.0
1946-10-21,-5.400000000000006,-5.900000000000006,1.7000000000000455,0.7999999999999998,2.3,-4.0,-7.0,0.0,0.0,0.0,0.0,0.0
1946-10-22,1.7000000000000028,0.8000000000000114,-1.0,0.09999999999999964,-0.7999999999999998,3.1000000000000085,-2.0,-1.0,0.0,0.0,0.0,0.0
1946-10-23,1.0999999999999943,3.0,-2.300000000000068,-2.2,1.2000000000000002,0.8999999999999915,5.1000000000000085,1.0,0.0,0.0,0.0,0.0
1946-10-24,4.5,1.7999999999999972,-4.899999999999977,3.5999999999999996,2.6999999999999993,3.1000000000000085,3.8999999999999915,0.0,0.0,0.0,0.0,0.0
1946-10-25,-6.299999999999997,-8.600000000000001,-3.6000000000000227,3.1000000000000014,-1.9000000000000004,-7.1000000000000085,-7.899999999999999,-1.0,1.0,0.0,0.0,1.0
1946-10-26,-5.299999999999997,-5.800000000000004,2.5,0.5,-1.4999999999999991,-1.8999999999999915,-8.100000000000001,0.0,-1.0,0.0,0.0,-1.0
1946-10-27,3.700000000000003,7.200000000000003,3.6000000000000227,-2.8000000000000007,-0.10000000000000053,3.8999999999999915,8.100000000000001,0.0,0.0,0.0,0.0,0.0
1946-10-28,4.5,6.0,4.100000000000023,-1.1999999999999993,0.9000000000000004,2.0,6.000000000000007,1.0,0.0,0.0,0.0,0.0
1946-10-29,0.5,0.7000000000000028,-0.10000000000002274,-0.9000000000000004,0.5,0.0,0.0,-1.0,1.0,0.0,0.0,0.0
1946-10-30,1.5999999999999943,-0.20000000000000284,-1.7000000000000455,1.299999999999999,1.1999999999999993,1.1000000000000085,0.8999999999999915,1.0,-1.0,0.0,0.0,0.0
1946-10-31,-1.3999999999999915,-0.5,-1.5,-3.299999999999999,0.0,-2.0,1.0,0.0,0.0,0.0,0.0,0.0
1946-11-01,1.1999999999999886,0.0,-4.199999999999932,2.299999999999999,-0.3999999999999986,2.8999999999999915,0.0,0.0,0.0,0.0,0.0,0.0
1946-11-02,-0.5,0.0,-6.100000000000023,0.5,3.3999999999999986,-0.8999999999999915,0.0,0.0,1.0,0.0,0.0,0.0
1946-11-03,1.5,1.4000000000000057,0.10000000000002274,0.8000000000000007,1.4000000000000004,-1.1000000000000085,2.0,0.0,0.0,0.0,0.0,0.0
1946-11-04,-7.099999999999994,-2.9000000000000057,6.100000000000023,-3.0999999999999996,0.0,-5.8999999999999915,-9.0,0.0,0.0,0.0,0.0,1.0
1946-11-05,2.700000000000003,3.0,3.8999999999999773,-2.2,-7.6,-3.1000000000000085,5.1000000000000085,0.0,0.0,0.0,0.0,0.0
1946-11-06,-5.1000000000000085,-7.099999999999994,-1.8000000000000682,5.3,4.300000000000001,0.0,-9.000000000000007,0.0,0.0,0.0,0.0,-1.0
1946-11-07,-5.999999999999993,-12.800000000000004,0.7000000000000455,3.5,-4.200000000000001,1.1000000000000085,-10.100000000000001,-1.0,-1.0,0.0,0.0,0.0
1946-11-08,2.0,3.3999999999999986,-0.8999999999999773,-2.0999999999999996,-0.7999999999999998,-1.1000000000000085,3.0,0.0,0.0,0.0,0.0,0.0
1946-11-09,11.800000000000004,16.5,-5.2000000000000455,0.1999999999999993,8.2,9.0,16.10000000000001,1.0,1.0,0.0,0.0,0.0
1946-11-10,-5.800000000000011,-3.799999999999997,-2.3999999999999773,-1.4000000000000004,-1.9000000000000004,-5.8999999999999915,-10.100000000000009,-1.0,0.0,0.0,0.0,1.0
1946-11-11,-14.199999999999996,-20.700000000000003,11.600000000000023,4.100000000000001,-2.799999999999999,-11.0,-11.899999999999999,0.0,-1.0,0.0,0.0,-1.0
1946-11-12,1.2000000000000028,-2.1000000000000014,6.899999999999977,-2.200000000000001,0.29999999999999893,0.0,2.8999999999999986,0.0,0.0,0.0,0.0,0.0
1946-11-13,0.8999999999999986,1.5,0.900000000000091,-1.0,-1.7999999999999998,-1.1000000000000085,3.0,0.0,0.0,0.0,0.0,0.0
1946-11-14,0.5,1.3000000000000043,-3.6000000000001364,-0.29999999999999893,0.6000000000000005,2.0,-1.8999999999999986,0.0,0.0,0.0,0.0,0.0
1946-11-15,5.0,9.799999999999997,-6.599999999999909,-0.5,0.40000000000000036,8.100000000000009,5.0,0.0,0.0,0.0,0.0,0.0
1946-11-16,4.099999999999994,5.799999999999997,-1.8000000000000682,-0.3000000000000007,1.799999999999999,-4.200000000000003,4.899999999999999,0.0,1.0,0.0,0.0,1.0
1946-11-17,-15.699999999999996,-17.599999999999994,12.300000000000068,2.0,1.9000000000000004,-11.800000000000004,-13.899999999999999,0.0,-1.0,0.0,0.0,-1.0
1946-11-18,-0.8999999999999986,-1.9000000000000057,1.7000000000000455,-1.9000000000000004,-4.8,-2.0,-1.1000000000000014,0.0,0.0,0.0,0.0,0.0
1946-11-19,5.100000000000001,6.300000000000004,-4.900000000000091,-3.3,-3.4000000000000004,5.899999999999999,6.0,1.0,1.0,0.0,0.0,0.0
1946-11-20,3.299999999999997,5.0,-4.2000000000000455,-1.2999999999999998,-0.09999999999999964,7.0,0.0,0.0,-1.0,0.0,0.0,0.0
1946-11-21,3.0,2.299999999999997,-1.7999999999999545,0.5,1.5999999999999996,11.0,-0.8999999999999986,0.0,0.0,0.0,0.0,0.0
1946-11-22,3.000000000000007,3.3999999999999986,6.5,-0.7999999999999998,1.1000000000000005,-9.0,9.899999999999999,0.0,0.0,0.0,0.0,0.0
1946-11-23,-7.000000000000007,-9.5,1.2999999999999545,4.7,0.6999999999999993,-2.0,-13.0,-1.0,0.0,0.0,0.0,0.0
1946-11-24,4.399999999999999,5.300000000000004,-11.199999999999932,-0.5999999999999996,3.5999999999999996,9.0,4.0,0.0,0.0,0.0,0.0,0.0
1946-11-25,8.700000000000003,9.199999999999996,-5.899999999999977,-1.0000000000000009,0.40000000000000036,0.0,12.0,0.0,1.0,0.0,0.0,0.0
1946-11-26,-21.9,-19.299999999999997,6.5,1.1000000000000005,2.3000000000000007,-5.0,-20.0,0.0,0.0,0.0,0.0,0.0
1946-11-27,-0.30000000000000426,-0.29999999999999716,6.599999999999909,-3.3000000000000007,-5.200000000000001,-22.0,3.1000000000000014,1.0,0.0,0.0,0.0,0.0
1946-11-28,3.6000000000000014,-0.10000000000000142,1.0,2.5,1.1000000000000014,7.100000000000001,2.8999999999999986,-1.0,0.0,0.0,0.0,0.0
1946-11-29,10.0,11.899999999999999,-3.2999999999999545,-1.1999999999999993,-0.3000000000000007,14.000000000000007,8.100000000000001,1.0,0.0,0.0,0.0,0.0
1946-11-30,5.600000000000001,3.799999999999997,-1.5,1.799999999999999,-2.5999999999999996,4.0,2.8999999999999986,0.0,-1.0,0.0,0.0,0.0
1946-12-01,-0.5,-1.0999999999999943,2.5,1.4000000000000004,2.9000000000000004,-3.1000000000000085,2.1000000000000014,-1.0,0.0,0.0,0.0,0.0
1946-12-02,-14.0,-21.1,8.599999999999909,1.5999999999999996,2.5,-9.0,-19.1,0.0,0.0,0.0,0.0,0.0
1946-12-03,-2.700000000000003,-2.3000000000000043,0.7000000000000455,-3.6999999999999993,-6.200000000000001,2.0,-3.0,0.0,0.0,0.0,0.0,0.0
1946-12-04,3.200000000000003,3.5,1.400000000000091,0.5,-1.3999999999999995,-0.8999999999999915,2.1000000000000014,0.0,0.0,0.0,0.0,0.0
